text;classification
LUCENE-9514: Include TermVectorsWriter in DWPT accounting;non_debt
done both changes;non_debt
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/9519/<h2>Build result: FAILURE</span></h2>[...truncated 2.31 MB...]	at java.lang.Thread.run(Thread.java:745)Caused by: org.apache.maven.plugin.MojoExecutionException: Command execution failed.	at org.codehaus.mojo.exec.ExecMojo.execute(ExecMojo.java:302)	at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo(DefaultBuildPluginManager.java:134)	at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:208)	... 31 moreCaused by: org.apache.commons.exec.ExecuteException: Process exited with an error: 1 (Exit value: 1)	at org.apache.commons.exec.DefaultExecutor.executeInternal(DefaultExecutor.java:404)	at org.apache.commons.exec.DefaultExecutor.execute(DefaultExecutor.java:166)	at org.codehaus.mojo.exec.ExecMojo.executeCommandLine(ExecMojo.java:764)	at org.codehaus.mojo.exec.ExecMojo.executeCommandLine(ExecMojo.java:711)	at org.codehaus.mojo.exec.ExecMojo.execute(ExecMojo.java:289)	... 33 more2017-04-14T02:39:05.915 [ERROR] 2017-04-14T02:39:05.915 [ERROR] Re-run Maven using the -X switch to enable full debug logging.2017-04-14T02:39:05.915 [ERROR] 2017-04-14T02:39:05.915 [ERROR] For more information about the errors and possible solutions, please read the following articles:2017-04-14T02:39:05.915 [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoExecutionException2017-04-14T02:39:05.915 [ERROR] 2017-04-14T02:39:05.915 [ERROR] After correcting the problems, you can resume the build with the command2017-04-14T02:39:05.915 [ERROR]   mvn <goals> -rf :beam-sdks-pythonchannel stoppedSetting status of 82ba164b6f0ca69abbc707163232fa5b5791dc9a to FAILURE with url https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/9519/ and message: 'Build finished. 'Using context: Jenkins: Maven clean install
--none--";non_debt
Bigtop 2312;non_debt
I couldn't figure out what this comment meant, till I realized you were copying it from `addPendingTask`, though I coudln't figure out what it meant there either, till I looked in history and realized it was long obsolete -- added [here](https://github.com/apache/spark/commit/5e91495f5c718c837b5a5af2268f6faad00d357f), then removed [here](https://github.com/apache/spark/commit/3535b91ddc9fd05b613a121e09263b0f378bd5fa) (but the comment was left).  Can you delete both comments?  (unless you can see a way it still has some relevance ...);non_debt
You're `using` them but still using the full qualified names below :-);non_debt
Not possible if we want to share code. We call `decodeTasks` that does not know if it's decoding prevTasks or standbyTasks -- alternative, we can do two methods. Let me know what you think;non_debt
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5798/
Test PASSed (JDK 8 and Scala 2.12).";non_debt
Thanks for your contribution @houmaozheng . Looks good to me.;non_debt
"    - TESTS=""smoke/test_accounts
             smoke/test_affinity_groups
             smoke/test_affinity_groups_projects
             smoke/test_deploy_vgpu_enabled_vm
             smoke/test_deploy_vm_iso
             smoke/test_deploy_vm_root_resize
             smoke/test_deploy_vm_with_userdata
             smoke/test_deploy_vms_with_varied_deploymentplanners
             **smoke/test_diagnostics**
             smoke/test_disk_offerings
             smoke/test_dynamicroles
             smoke/test_global_settings
             smoke/test_guest_vlan_range""";non_debt
"quickly and easily:
  `[BEAM-<Jira issue #>] Description of pull request`
     Travis-CI on your fork and ensure the whole test matrix passes).
     number, if there is one.
     [Individual Contributor License Agreement](https://www.apache.org/licenses/icla.txt).
---";non_debt
Added mockito library.;non_debt
@nsivabalan What is the reason to change the name from `UserDefinedBulkInsertPartitioner` to `BulkInsertPartitioner`. I see that you added a new method to the interface, which is fine, but want to understand the reason for the name change;non_debt
"Thanks a lot for your contribution to the Apache Flink project. I'm the @flinkbot. I help the community
to review your pull request. We will use this comment to track the progress of the review.
* â“ 1. The [description] looks good.
* â“ 2. There is [consensus] that the contribution should go into to Flink.
* â“ 3. Needs [attention] from.
* â“ 4. The change fits into the overall [architecture].
* â“ 5. Overall code [quality] is good.
 The Bot is tracking the review progress through labels. Labels are applied according to the order of the review items. For consensus, approval by a Flink committer of PMC member is required <summary>Bot commands</summary>
  The @flinkbot bot supports the following commands:
 - `@flinkbot approve description` to approve one or more aspects (aspects: `description`, `consensus`, `architecture` and `quality`)
 - `@flinkbot approve all` to approve all aspects
 - `@flinkbot approve-until architecture` to approve everything until `architecture`
 - `@flinkbot attention @username1 [@username2 ..]` to require somebody's attention
 - `@flinkbot disapprove architecture` to remove an approval you gave earlier";non_debt
jenkins, add user;non_debt
rebased;non_debt
than, can you approve please @andrijapanicsb;non_debt
if the intention is to use it only for batch, you would need to add {..};non_debt
Removed it;non_debt
Agree, this is one of the key changes in this PR.;non_debt
does `prettyString` work for it?;non_debt
Looks good. Please squash commits.;non_debt
Needs to be restored;non_debt
"In `BytesToBytesMap.MapIterator.advanceToNextPage`, We will first lock this `MapIterator` and then `TaskMemoryManager` when going to free a memory page by calling `freePage`. At the same time, it is possibly that another memory consumer first locks `TaskMemoryManager` and then this `MapIterator` when it acquires memory and causes spilling on this `MapIterator`.
So it ends with the `MapIterator` object holds lock to the `MapIterator` object and waits for lock on `TaskMemoryManager`, and the other consumer holds lock to `TaskMemoryManager` and waits for lock on the `MapIterator` object.
To avoid deadlock here, this patch proposes to keep reference to the page to free and free it after releasing the lock of `MapIterator`.
Added test and manually test by running the test 100 times to make sure there is no deadlock.";non_debt
"@elsloo Fixed up the JSON.org dependency.
Also I think at this point this can go into 2.3, so updating the milestone";non_debt
"follows: https://github.com/dmlc/mxnet/blob/master/python/mxnet/module/sequential_module.py
training log:
and load checkpoint:";non_debt
done.;non_debt
Merged build started.;non_debt
Why do we use a pre-baked key and certificates here? I though all the SSL tests generated certs on the fly but maybe I am wrong. In the past this has caused issues with hostname validation.;non_debt
"@StephanEwen @fhueske - apologies, I forgot to call collect. 
A dumb question - why do we need to sort the records before combining them? Should I just call collect on the oversized record or still pass it to the combiner? What do combiners do(or what are they suppose to do in general)?";non_debt
@dguy When I was adding `LockException` in another PR, I was explicitly requested to add more ctors even if I did not use them (see https://github.com/apache/kafka/pull/2233/files#r92231489);non_debt
Question*;non_debt
Merged to master. @JoshRosen you can make any other Jenkins changes as needed;non_debt
There could be multiple joins within each reporting period, so this should be a `+=`, right?;non_debt
Is it the password?;non_debt
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5149/
Test FAILed (JDK 8 and Scala 2.12).";non_debt
"logic here is sleep 1s and reconnect when connect failed?
Is there a need to add max_retry_num?";non_debt
Set split node's range to minimum of ext and split factor or split npâ€¦;non_debt
Add timeout to shutdown request to middle manager for indexing service;non_debt
Why do we need to fetch it? Seems we can always use `executorMemoryMiB.toString` instead.;non_debt
Move to checkWriteStatus's javadoc.;non_debt
"nit: `isolate ... form other client configs` -> 
Ditto below for other two.";non_debt
KAFKA-4484: Set more conservative default values on RocksDB for memory usage;non_debt
78186814-1794 description-0;non_debt
Nice catch. I meant `===` here. Thanks.;non_debt
done;non_debt
By the way, I also found another issue of the current foreach sink due to the API limitation in Data Source V2: https://issues.apache.org/jira/browse/SPARK-28605;non_debt
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.11/2127/
Test PASSed (JDK 8 and Scala 2.11).";non_debt
Merging to master and branch 1.5. Thanks @yjshen;non_debt
"We could make it abstract. And add Prometheus as a one of the implementations. It would be nice to have something out of the box.  Enabled during server creation. 
Using the argument of external repo could be used against everything.  Web server for instance. 
I donâ€™t really think it applies the same thing. 
We should move the discussion to the dev list.  Itâ€™s bexomong out of the scope of code review now.";non_debt
This will be very useful! Once this lands I'll see about wiring this up to the gRPC async APIs.;non_debt
LGTM, merged.;non_debt
Shell we backport this to 3.0 too? SPARK-30541 was merged to master so the flakiness should be there in branch-3.0 too.;non_debt
+1;non_debt
@michaelandrepearce ok all fix now, let me know if you want me to change anything else!;non_debt
I'm not sure about having this be a static method since it would end up constructing an instance of the object anyways, but I don't have strong feelings here. I lean towards giving it a name like `validateReferencedColumns` personally.;non_debt
Run Whitespace PreCommit;non_debt
@RongtongJin Splitting the large PR into many small ones maybe a good choice.;non_debt
"The inputBuffer is a safeRow in SortAggregateExec
`inputBuffer.getBinary(inputAggBufferOffset)` and `getField[Array[Byte]](inputBuffer, inputAggBufferOffset)` are equivalent.
Yes, it is better to use `inputBuffer.getBinary(inputAggBufferOffset)` directly";non_debt
