text;classification
"storm deployment entity, and fixes to make ui start
more storming, ensuring a wait before supervisors start, and tidying up how deployment gets defined
now storm uses a mutex to prevent nodes starting concurrently";non_debt
OF: fix error (it's not .output as we're not doing check_call);non_debt
CAMEL-15836 - Camel-AWS2-S3: enable autowire on the s3 client, removed the autodiscoverClient option, useless now;non_debt
Fix to prevent FileImportTracker from overwriting the real error message.;non_debt
HIVE-10541 : Beeline requires newline at the end of each query in a file (Chaoyu Tang, reviewed by Thejas);non_debt
IGNITE-2708: fix tests that don't create unique IndexingSPI per node;non_debt
Implement getTableStatistics;non_debt
Update include paths;non_debt
added extra visualisation plugin to render the broker, connections, sessions, consumers in a DOT graph;non_debt
Regen;non_debt
HDFS-10281. TestPendingCorruptDnMessages fails intermittently. Contributed by Mingliang Liu.;non_debt
The VM transport could deadlock between the iterate() method and the oneway() method when the async message buffer used by the transport fills up.  Change the synchronization logic to make use the a Valve to avoid needing to lock mutexes for so long.;non_debt
"DRILL-5164: Equi-join query results in CompileException when inputs have large number of columns.
close apache/drill#711";non_debt
"Merge pull request #4500 from jbonofre/BEAM-793
[BEAM-793] Add backoff support in JdbcIO Write";non_debt
"Merge release branch 4.6 to master
* 4.6:
  CLOUDSTACK-9155 make sure logrotate is effective";non_debt
CAMEL-12379 - Shutdown only AWS clients owned by the context - AWS Kinesis;non_debt
forgot to add my name;non_debt
"[BEAM-8487] Convert forward references to Any (#9888)
* Fix python docs not recognizing typing.Union";non_debt
Merge remote-tracking branch 'origin/4.13';non_debt
AMBARI-12612. Namenode dir textarea vanishes when value contains /home in path (akovalenko);non_debt
[CXF-2384] Add another test that tests a port open, but no service there;non_debt
Include in-flight data.;non_debt
"Merge pull request #2999 from sunbufu/feature#2981
Replay for ShardingPreparedStatement when execute.";non_debt
camel-swagger is deprecated;non_debt
GG-7434 -1 merge from sp-19;non_debt
PHOENIX-4389 Flapping tests SystemTablePermissionsIT and MigrateSystemTablesToSystemNamespaceIT( Karan Mehta);non_debt
Fixed deployVR - used to fail in case when system.vm.default.hypervisor was set to not NULL value;non_debt
AMBARI-13915 - Storm Upgrade Causes NPE Due To null Property Value Replacement (jonathanhurley);non_debt
HBASE-11152 Disable tput in test-patch.sh (Gustavo);non_debt
[CXF-7917]WebSocketDestinationFactory should check http-undertow or http-jetty on the classpath to determine which implementation should be used;non_debt
SOLR-854: Add run-example build target;non_debt
re-enable randomized test_ndarray_elementwise (#12300);non_debt
Explicitly pass Pipeline in AppliedPTransform;non_debt
"Julia: deprecate `mx.empty`, replace it with `UndefInitializer` (#13934)
In Julia 0.7+, constructing a uninitialized array is provided via
the APIs:
        - `Array{T,N}(undef, dims...)`
        - `Array{T,N}(undef, dims)`
        - `Array{T}(undef,   dims...)`
        - `Array{T}(undef,   dims)`
There is an API `mx.empty(dims...)` serving for this purpose.
This PR proposes that deprecating the original API `mx.empty` and
provide the functionality with the API design similar to Julia's Base.
        - `NDArray{T,N}(undef, dims...)`
        - `NDArray{T,N}(undef, dims)`
        - `NDArray{T}(undef,   dims...)`
        - `NDArray{T}(undef,   dims)`
        - `NDArray(undef,      dims...)`
        - `NDArray(undef,      dims)`
e.g.
- The original `mx.empty` APIs are still functional.
  If user invokes them, a deprecation warning will be popped up.";non_debt
update a few license issues in package.htmls;non_debt
CAMEL-12268 - Camel-AWS: Lets call shutdown on the clients while stopping endpoints - AWS EC2;non_debt
feat: support mTLS connection to ETCD (#1437);non_debt
2.1.x to 2.2.2 upgrade for Domain level vlans;non_debt
"[SPARK-13114][SQL] Add a test for tokens more than the fields in schema
https://issues.apache.org/jira/browse/SPARK-13114
This PR adds a test for tokens more than the fields in schema.
Closes #11020 from HyukjinKwon/SPARK-13114.";non_debt
Add weld2 property - weld 2.1.0-Final;non_debt
HBASE-22108 Avoid passing null in Admin methods;non_debt
Merge remote-tracking branch 'origin' into reef-bridge;non_debt
AMBARI-13735. Ambari throws error when updating Notification. (Laszlo Puskas via swagle);non_debt
HIVE-18352: introduce a METADATAONLY option while doing REPL DUMP to allow integrations of other tools (Anishek Agarwal reviewed by Daniel Dai);non_debt
"Fixes WebAppIntegrationTest teardown
Previously, wasn't correctly stopping app-server entities,
so subsequent tests were failing.";non_debt
"[docs] make the nav bar scroll instead of fixing it at the top
- we gain some precious space which helps people reading the docs";non_debt
add close to TestClientInfo.java;non_debt
"Adds ArchiveUtilsTest + fixes ArchiveUtils
- Fixes case where optionalTmpDir not supplied
- Adds various test cases";non_debt
CLOUDSTACK-4187: 2.2.1 - 4.2 Upgrade: Few Guest OS Types information is inconsistent on the Upgraded Setup when compared with the fresh 4.2 Installation.;non_debt
[AMBARI-25002] Allow Stack To Define Custom Rolling Orchestration Logic (#2695);non_debt
PHOENIX-2899 Add test for inflight transactions over partially evaluating filters;non_debt
Added Login Controller and Grails Generated Empty Folders (TEST);non_debt
Upating version in release.version as well;non_debt
"THIRDEYE-677 : Create azkaban project for pinot flow of thirdeye
RB=667613
G=thirdeye-dev-reviewers
A=kgopalak";non_debt
Note TS-2036 fix in CHANGES.;non_debt
"Change the cluster creation logic (#872)
* Change the cluster creation logic
In this commit, minor modifications have been added which:
1- Update topology information in the Cluster Config
if cloud is enabled for Azure environment.
2- Tests have been change accordingly.
3- The deprecated APIs have been changed in the test to
follow new APIs.";non_debt
"Merge pull request #761 from rinuboney/patch-1
Update tutorial.md";non_debt
"Update defaults.yaml
Fix incorrect comment";non_debt
Component Verifier: fix wrong scheme for camel-http4;non_debt
"Some refactoring around DataPublisher to make sure it is properly closed
RB=365362
R=etl-infra-reviewers
A=stakiar";non_debt
AMBARI-24166. Metric Collector goes down after HDFS restart post EU;non_debt
use get parameter();non_debt
"THRIFT-1103. py: TZlibTransport for python, a zlib compressed transport
This patch adds a new TZlibTransport to the Python library and extends the test suite to exercise it.
Patch: Will Pierce";non_debt
Merge branch 'yingdac-add-nameserverconfig' into reef-bridge;non_debt
HBASE-21928 Deprecated HConstants.META_QOS;non_debt
AMBARI-15285:AMS quicklink directory name is wrong causing errors in ambari server start (dili);non_debt
"Increase Heap size from 512m to 1g
Comment out additional JVM options following Felix notes";non_debt
"README: put the original logo back
This reverts commit da62cecb6883501767aec1bbe4448ab3c817540a and sneaks
in the change silently to not hurt anyone's sentiments.";non_debt
Use the prefixes defined in the wsdl;non_debt
Fixes #957 Fluo scripts copy jars into fluo software dir. (#964);non_debt
Fix problem with some OSX not handling the cast on imDecode (#13207);non_debt
"Merge pull request #686 from patrickleotardif/non-owner-notif
Notify owner when others perform critical DAG actions on Web UI";non_debt
"[CALCITE-528] When making field names unique, follow type system's case-sensitivity policy (Jacques Nadeau, Jinfeng Ni, Minji Kim)
Ensure that uniquify keeps the ordinal position of input names (Jinfeng Ni).
Add tests (Minji Kim).
Fix up (Julian Hyde).
Close apache/calcite#245";non_debt
Merge remote-tracking branch 'origin/sprint-2' into sprint-3;non_debt
BIGTOP-3169. Enable local repo is not working on yum systems (#472);non_debt
LANG-747 NumberUtils does not handle Long Hex numbers;non_debt
Update dependency org.webjars.npm:swagger-ui-dist to v3.35.0;non_debt
Threads = users;non_debt
fix DBI->connect calls to allow connection to remote host;non_debt
Add build status image to README.md;non_debt
"IGNITE-4494 .NET: Optimize ExamplesTest.TestRemoteNodes
Reuse standalone nodes between test runs";non_debt
"Fixed position integer overflow bug in Memory Segments and their Views.
Channel Readers and Writers tollerate asynchronously released memory segments.";non_debt
Merge branch 'cassandra-2.1' of http://git-wip-us.apache.org/repos/asf/cassandra into cassandra-2.1;non_debt
Upgrade AWS SDK and related bundle to version 1.11.186;non_debt
"Merge pull request #3229 from upthewaterspout/feature/make-immutable-GEODE-6380
GEODE-6380: Fixing a number of static fields to be immutable";non_debt
66141: SystemML Engine Enhancements - New dynamic write (language/compiler/runtime support, cp and mr), incl tests;non_debt
Merge branch 'messages-unification' of github.com:apigee/usergrid-portal-internal into rod;non_debt
AMBARI-11603. Raw-mode tooltip-message doesn't contain units (Richard Zang via srimanth);non_debt
"Change for Bug 3316 - manual live migration
The MigrateVMCmd response should be in all small case.";non_debt
"[SPARK-10046][SQL] Hive warehouse dir not set in current directory when not ��_
Doc change to align with HiveConf default in terms of where to create `warehouse` directory.
Closes #9365 from xwu0226/spark-10046-commit.";non_debt
AMBARI-6756. Rename Flume component name from 'Flume Agent' to 'Flume' (alexantonenko);non_debt
lint;non_debt
Merge branch 'master' of git://git.apache.org/incubator-trafodion;non_debt
HIVE-23547 Enforce testconfiguration.properties file format and alphabetical order (Miklos Gergely, reviewed by Laszlo Bodor);non_debt
"Remove StreamCoordinator.streamExecutor thread pool
patch by jasobrown reviewed by Dinesh Joshi for CASANDRA-14402";non_debt
"Revert ""fix setting compaction_strategy_class using CQL""
This reverts commit 2c62adab36a589e9ff9e9169fd2125272e067918.";non_debt
"Update scanCode.py so that it is configuration file driven. (#2030)
* Update scanCode.py that is configuration file driven.
* Python 3 updates, future proofing.
* Add files via upload";non_debt
66141: SystemML Engine Enhancements - New ultra-sparse mr aggregation runtime (various combinations, incl fix mean empty blocks);non_debt
"Merge pull request #9477 from lukecwik/python
[BEAM-8151, BEAM-7848] Swap to using an unbounded thread pool which shrinks when threads are not being used.";non_debt
pass in case insensitive class comparator for treeset;non_debt
Add CPU time to metrics for segment scanning.;non_debt
Upgrade AWS SKD v2 to version 2.10.81;non_debt
ignite-1.5 Fixed benchmark configuration.;non_debt
IGNITE-4473 - Client should re-try connection attempt in case of concurrent network failure.;non_debt
HIVE-6605 : Hive does not set the environment correctly when running in Tez mode (Sergey Shelukhin, reviewed by Gunther Hagleitner and Siddharth Seth);non_debt
"[FLINK-10791] Provide end-to-end test for Kafka 0.11 connector (#7038)
[FLINK-10791][e2e] Provide end-to-end test for Kafka 0.11 connector";non_debt
adding a dependency to make example work (because of #1291);non_debt
Fix calendar scatter;non_debt
"KAFKA-3292 ClientQuotaManager.getOrCreateQuotaSensors() may return a null ClientSensors.throttleTimeSensor
Closes #977 from ijuma/kafka-3292-null-throttle-time-sensor";non_debt
